factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
modal_damping_scale,124,1.26095,fourth_standard_pd,0.0798446,0.00130405,16.7034,8.11926
modal_damping_scale,125,0.720088,s_curve_standard_pd,0.248815,0.00378655,18.6821,7.72716
modal_damping_scale,125,0.720088,fourth_standard_pd,0.0778684,0.00127338,16.6996,8.11935
modal_damping_scale,126,1.22851,s_curve_standard_pd,0.226724,0.00346412,18.6722,7.72713
modal_damping_scale,126,1.22851,fourth_standard_pd,0.0797242,0.00130223,16.7033,8.11927
modal_damping_scale,127,0.87926,s_curve_standard_pd,0.241169,0.00367537,18.6787,7.72715
modal_damping_scale,127,0.87926,fourth_standard_pd,0.07844,0.00128244,16.7009,8.11932
modal_damping_scale,128,1.13957,s_curve_standard_pd,0.23014,0.00351423,18.6737,7.72713
modal_damping_scale,128,1.13957,fourth_standard_pd,0.0793947,0.00129722,16.7027,8.11928
modal_damping_scale,129,0.853001,s_curve_standard_pd,0.242376,0.00369298,18.6792,7.72715
modal_damping_scale,129,0.853001,fourth_standard_pd,0.0783448,0.00128095,16.7007,8.11933
modal_damping_scale,130,0.722457,s_curve_standard_pd,0.248695,0.00378482,18.6821,7.72716
modal_damping_scale,130,0.722457,fourth_standard_pd,0.0778766,0.00127351,16.6996,8.11934
modal_damping_scale,131,0.729415,s_curve_standard_pd,0.248344,0.00377973,18.6819,7.72716
modal_damping_scale,131,0.729415,fourth_standard_pd,0.077901,0.0012739,16.6997,8.11934
modal_damping_scale,132,0.737568,s_curve_standard_pd,0.247936,0.0037738,18.6817,7.72716
modal_damping_scale,132,0.737568,fourth_standard_pd,0.0779301,0.00127437,16.6998,8.11934
modal_damping_scale,133,1.11655,s_curve_standard_pd,0.231051,0.00352759,18.6741,7.72714
modal_damping_scale,133,1.11655,fourth_standard_pd,0.0793089,0.0012959,16.7026,8.11929
modal_damping_scale,134,0.967401,s_curve_standard_pd,0.237249,0.00361819,18.6769,7.72714
modal_damping_scale,134,0.967401,fourth_standard_pd,0.0787604,0.00128743,16.7016,8.11931
modal_damping_scale,135,0.70163,s_curve_standard_pd,0.249754,0.0038002,18.6826,7.72716
modal_damping_scale,135,0.70163,fourth_standard_pd,0.0778033,0.00127235,16.6995,8.11935
modal_damping_scale,136,1.212,s_curve_standard_pd,0.227347,0.00347326,18.6725,7.72713
modal_damping_scale,136,1.212,fourth_standard_pd,0.0796634,0.0013013,16.7032,8.11927
modal_damping_scale,137,1.26229,s_curve_standard_pd,0.225468,0.00344566,18.6717,7.72713
modal_damping_scale,137,1.26229,fourth_standard_pd,0.0798495,0.00130412,16.7035,8.11926
modal_damping_scale,138,0.966235,s_curve_standard_pd,0.2373,0.00361893,18.6769,7.72714
modal_damping_scale,138,0.966235,fourth_standard_pd,0.0787561,0.00128737,16.7016,8.11931
modal_damping_scale,139,1.1843,s_curve_standard_pd,0.228403,0.00348878,18.673,7.72713
modal_damping_scale,139,1.1843,fourth_standard_pd,0.0795606,0.00129973,16.703,8.11928
modal_damping_scale,140,0.848158,s_curve_standard_pd,0.242602,0.00369625,18.6793,7.72715
modal_damping_scale,140,0.848158,fourth_standard_pd,0.0783276,0.00128068,16.7007,8.11933
modal_damping_scale,141,0.829677,s_curve_standard_pd,0.243466,0.00370883,18.6797,7.72715
modal_damping_scale,141,0.829677,fourth_standard_pd,0.0782623,0.00127964,16.7005,8.11933
modal_damping_scale,142,1.06426,s_curve_standard_pd,0.233166,0.00355852,18.6751,7.72714
