factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
inertia_scale,139,1.23574,s_curve_standard_pd,0.251283,0.00378037,21.5171,8.90741
inertia_scale,139,1.23574,fourth_standard_pd,0.0741532,0.00119388,19.2318,9.35884
inertia_scale,140,0.906298,s_curve_standard_pd,0.229109,0.00351992,17.5459,7.258
inertia_scale,140,0.906298,fourth_standard_pd,0.0810842,0.00133547,15.6964,7.62661
inertia_scale,141,1.025,s_curve_standard_pd,0.237584,0.00361802,18.9777,7.85231
inertia_scale,141,1.025,fourth_standard_pd,0.0783242,0.00127786,16.9701,8.25076
inertia_scale,142,0.842683,s_curve_standard_pd,0.224336,0.00346571,16.7779,6.9395
inertia_scale,142,0.842683,fourth_standard_pd,0.0826979,0.00137009,15.0138,7.29211
inertia_scale,143,0.773093,s_curve_standard_pd,0.21892,0.00340518,15.9374,6.59108
inertia_scale,143,0.773093,fourth_standard_pd,0.084573,0.00141139,14.2669,6.9262
inertia_scale,144,0.80007,s_curve_standard_pd,0.221044,0.0034288,16.2633,6.72615
inertia_scale,144,0.80007,fourth_standard_pd,0.0838326,0.00139494,14.5564,7.06804
inertia_scale,145,0.959563,s_curve_standard_pd,0.23298,0.00356446,18.1886,7.52469
inertia_scale,145,0.959563,fourth_standard_pd,0.0798066,0.00130855,16.2679,7.90668
inertia_scale,146,1.09071,s_curve_standard_pd,0.242041,0.00367038,19.7698,8.18132
inertia_scale,146,1.09071,fourth_standard_pd,0.0769311,0.00124941,17.6752,8.59629
inertia_scale,147,0.77251,s_curve_standard_pd,0.218874,0.00340467,15.9304,6.58817
inertia_scale,147,0.77251,fourth_standard_pd,0.0845892,0.00141175,14.2606,6.92313
inertia_scale,148,0.985648,s_curve_standard_pd,0.234837,0.00358599,18.5032,7.65529
inertia_scale,148,0.985648,fourth_standard_pd,0.0792043,0.00129602,16.5478,8.04384
